"","City","ProtestCount","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","CollegeEdTotal","EduRate","BlackPopPct","BlackPovRate","VictimsCountPreGF","VictimsCountPreGFBlack","VictimsCountPreGFHighThreat"
"2479","redmond, oregon",1,"4161200",30167,436,363,2686,20716,926,122,108,1121,3842,0.185460513612667,0.014452878973713,0.83256880733945,NA,NA,NA
"2480","redmond, washington",3,"5357535",65558,1169,1161,18015,47353,12958,1382,1624,2423,33979,0.717568052710494,0.0178315384850056,0.993156544054748,NA,NA,NA
"2481","redondo beach, california",2,"0660018",67423,2328,2318,18470,49772,8501,1947,1368,2667,30286,0.608494735996142,0.0345282767008291,0.995704467353952,1,NA,NA
"2482","redwood, california",2,"0660102",85784,1443,1344,15571,60788,8986,2877,3070,4184,30504,0.501809567677831,0.0168213186608225,0.931392931392931,NA,NA,NA
"2483","rehoboth beach, delaware",2,"1060290",1400,7,7,527,1308,220,101,41,6,889,0.679663608562691,0.005,1,NA,NA,NA
"2484","reisterstown, maryland",3,"2465600",27007,10066,9974,4289,18531,2075,400,194,1230,6958,0.375478927203065,0.372718184174473,0.990860321875621,NA,NA,NA
"2485","reno, nevada",12,"3260600",246500,6938,6577,34505,167522,14047,3852,3779,19055,56183,0.335376846026194,0.0281460446247465,0.947967714038628,6,1,2
"2486","renssleaer, new york",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2487","renton, washington",2,"5357745",101484,9574,9517,18218,71346,6281,811,732,5038,26042,0.365009951503939,0.0943399944818888,0.994046375600585,3,1,1
"2488","revere, massachusetts",2,"2556585",53692,2942,2923,5594,38991,2558,455,322,2460,8929,0.229001564463594,0.0547940102808612,0.993541808293678,NA,NA,NA
"2489","rexburg, idaho",1,"1667420",28414,53,43,2987,10616,702,280,285,10388,4254,0.400715900527506,0.00186527768001689,0.811320754716981,NA,NA,NA
"2490","rhinebeck, new york",2,"3661346",2570,35,12,367,2096,438,57,109,55,971,0.463263358778626,0.0136186770428016,0.342857142857143,NA,NA,NA
"2491","rhinelander, wisconsin",1,"5567200",7570,163,118,815,5250,285,47,9,204,1156,0.220190476190476,0.0215323645970938,0.723926380368098,NA,NA,NA
"2492","rialto, california",1,"0660466",103045,13386,13347,4827,61441,1557,289,118,6110,6791,0.110528799986979,0.129904410694357,0.997086508292246,2,NA,NA
"2493","rice lake, wisconsin",1,"5567350",8367,5,3,848,5872,322,144,48,429,1362,0.231948228882834,0.000597585753555635,0.6,NA,NA,NA
"2494","richardson, texas",2,"4861796",116432,12515,12225,26458,77526,11378,1961,1484,9903,41281,0.532479426256998,0.107487632266044,0.976827806632041,NA,NA,NA
"2495","richland, washington",4,"5358235",56399,1092,1054,9802,37942,4315,948,1262,2437,16327,0.43031469084392,0.0193620454263373,0.965201465201465,1,NA,NA
"2496","richlands, virginia",1,"5166928",5368,103,83,277,3848,230,44,14,217,565,0.146829521829522,0.0191877794336811,0.805825242718447,NA,NA,NA
"2497","richmond hill, georgia",1,"1365044",12720,2284,2238,1625,7538,959,90,70,774,2744,0.364022287078801,0.179559748427673,0.979859894921191,NA,NA,NA
"2498","richmond, california",6,"0660620",109884,22150,21919,13809,75470,5180,1200,1116,6929,21305,0.282297601696038,0.201576207637145,0.989571106094808,4,NA,3
"2499","richmond, indiana",2,"1864260",35539,3141,2814,2497,24081,1478,255,340,2238,4570,0.189776172085877,0.088381777765272,0.895893027698185,NA,NA,NA
"2500","richmond, kentucky",2,"2165226",35133,2541,2099,3394,18645,1635,245,524,7803,5798,0.310968087959238,0.0723251643753736,0.826052735143644,2,NA,NA
"2501","richmond, ohio",1,"3966824",418,0,0,44,343,8,0,2,11,54,0.157434402332362,0,NA,NA,NA,NA
"2502","richmond, rhode island",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2503","richmond, virginia",51,"5167000",226622,106193,102553,37147,157879,17377,4928,3126,20477,62578,0.396366837894844,0.468590869377201,0.965722787754372,8,3,6
"2504","ridgecrest, california",4,"0660704",28755,1233,1223,3752,18900,1401,89,119,1795,5361,0.283650793650794,0.0428794992175274,0.991889699918897,2,NA,1
"2505","ridgefield park, new jersey",2,"3462940",12922,588,588,2493,9275,1104,153,117,665,3867,0.416927223719677,0.0455037919826652,1,NA,NA,NA
"2506","ridgefield, connecticut",1,"0963900",8244,98,98,2196,5602,1501,369,191,316,4257,0.759907176008568,0.0118874332848132,1,NA,NA,NA
"2507","ridgefield, washington",3,"5358410",7767,142,142,1044,4922,403,142,0,501,1589,0.322836245428688,0.0182824771469036,1,NA,NA,NA
"2508","ridgewood, new jersey",1,"3463000",25179,310,304,6285,16049,3816,1433,656,883,12190,0.759548881550252,0.0123118471742325,0.980645161290323,NA,NA,NA
"2509","ridgrecrest, california",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2510","ridgway, pennsylvania",1,"4264784",3814,115,86,455,2476,116,8,17,31,596,0.240710823909531,0.0301520713162035,0.747826086956522,NA,NA,NA
"2511","riegelsville, pennsylvania",1,"4264856",811,0,0,129,650,69,9,11,28,218,0.335384615384615,0,NA,NA,NA,NA
"2512","rifle, colorado",3,"0864255",9650,10,10,714,6047,216,25,23,287,978,0.161733090788821,0.00103626943005181,1,1,NA,NA
"2513","rio grande, new jersey",1,"3463180",2834,25,25,149,2038,85,35,0,52,269,0.131992149165849,0.00882145377558222,1,NA,NA,NA
"2514","rio rancho, new mexico",2,"3563460",96210,2981,2981,12629,64966,5562,799,816,6335,19806,0.304867161284364,0.0309843051657832,1,NA,NA,NA
"2515","ripley, massachusetts",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2516","ripley, west virginia",1,"5468596",3183,0,0,329,2460,146,34,20,155,529,0.215040650406504,0,NA,NA,NA,NA
"2517","rising sun, maryland",1,"2466275",2791,38,38,219,1617,59,34,0,149,312,0.192949907235622,0.0136151916875672,1,1,NA,1
"2518","riverdale, georgia",1,"1365464",15291,13096,12891,1473,10246,358,129,121,831,2081,0.203103650204958,0.856451507422667,0.984346365302382,NA,NA,NA
"2519","riverhead, new york",5,"3661973",14196,2668,2505,1130,10370,541,229,53,393,1953,0.188331726133076,0.187940264863342,0.938905547226387,NA,NA,NA
"2520","riverside, california",6,"0662000",326414,20088,19088,27224,202258,12958,2801,3494,35180,46477,0.2297906634101,0.0615414780003309,0.950219036240542,8,1,4
"2521","riverside, ohio",1,"3967468",25093,2525,2525,2227,16937,1273,199,88,1256,3787,0.223593316407864,0.100625672498306,1,NA,NA,NA
"2522","riverton, wyoming",1,"5666220",10891,115,93,996,7416,358,90,1,501,1445,0.194848975188781,0.0105591773023597,0.808695652173913,3,NA,3
"2523","riverview, florida",2,"1260950",95338,17113,17086,13138,63406,5607,608,517,4440,19870,0.31337728290698,0.179498206381506,0.998422252089055,1,NA,NA
"2524","riverview, michigan",2,"2668880",12137,437,332,1286,8913,367,42,63,499,1758,0.19723998653652,0.03600560270248,0.759725400457666,NA,NA,NA
"2525","riviera beach, florida",2,"1260975",34702,24071,23956,3482,23327,1431,504,291,1704,5708,0.244694988639774,0.693648781050084,0.995222466868846,NA,NA,NA
"2526","roanoke, texas",1,"4862504",8341,330,330,1486,5502,439,110,24,379,2059,0.374227553616867,0.0395636014866323,1,NA,NA,NA
"2527","roanoke, virginia",24,"5168000",99229,28753,28331,10092,69961,3636,1743,916,3517,16387,0.234230499849916,0.289764081065011,0.98532327061524,2,NA,1
"2528","robesonia, pennsylvania",1,"4265336",1924,47,47,153,1384,80,4,6,75,243,0.175578034682081,0.0244282744282744,1,NA,NA,NA
"2529","rochester hills, michigan",1,"2669035",74206,2991,2760,16785,52494,10102,1943,1306,4053,30136,0.574084657294167,0.040306713742824,0.922768304914744,NA,NA,NA
"2530","rochester, michigan",2,"2669020",13162,339,339,2655,8923,1892,502,278,788,5327,0.596996525832119,0.0257559641391886,1,NA,NA,NA
"2531","rochester, minnesota",4,"2754880",115557,9430,9195,20042,77987,9415,4074,2891,5157,36422,0.467026555708003,0.0816047491714046,0.97507953340403,1,NA,NA
"2532","rochester, new hampshire",1,"3365140",30955,212,212,3641,21983,956,113,54,1392,4764,0.21671291452486,0.00684865126796963,1,1,NA,1
"2533","rochester, new york",13,"3663000",206848,82384,80611,19151,132753,10192,2148,1860,15125,33351,0.251225960995232,0.398282797029703,0.97847883084094,3,2,2
"2534","rock hill, south carolina",2,"4561405",73334,28672,27754,9291,47251,3777,791,463,6307,14322,0.303104696196906,0.390978263833965,0.967982700892857,NA,NA,NA
"2535","rock island, illinois",1,"1765078",38111,7779,7476,3639,24273,1287,351,224,4070,5501,0.22663041239237,0.204114297709323,0.96104897801774,1,1,1
"2536","rock springs, wyoming",3,"5667235",23319,493,466,2462,14719,1028,296,147,1152,3933,0.267205652557918,0.0211415583858656,0.945233265720081,NA,NA,NA
"2537","rockford, illinois",20,"1765000",147070,31823,31103,13289,97435,6296,1465,719,5650,21769,0.22342074203315,0.216379955123411,0.977374854664865,2,2,1
"2538","rockford, michigan",1,"2669080",6254,109,109,1145,4128,541,63,6,205,1755,0.425145348837209,0.0174288455388551,1,1,NA,1
"2539","rockingham, north carolina",1,"3757260",8865,3300,3156,832,5800,234,25,38,433,1129,0.194655172413793,0.372250423011844,0.956363636363636,NA,NA,NA
"2540","rockland, maine",2,"2363590",7178,0,0,1047,5258,547,80,67,377,1741,0.331114492202358,0,NA,NA,NA,NA
"2541","rockledge, florida",1,"1261500",27305,3925,3907,3836,20488,2292,335,194,1403,6657,0.324921905505662,0.143746566562901,0.995414012738854,1,NA,NA
"2542","rockport, massachusetts",1,"2557845",5260,4,0,1449,4242,751,181,84,124,2465,0.581093823668081,0.000760456273764259,0,NA,NA,NA
"2543","rockridge, california",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544","rockville, maryland",1,"2467675",67542,7357,7219,13252,47611,10289,3170,4189,3746,30900,0.649009682636365,0.10892481715081,0.98124235422047,1,1,1
"2545","rockwall, texas",1,"4862828",44101,2693,2618,7740,29033,3371,701,550,1827,12362,0.425791340887955,0.061064374957484,0.972150018566654,1,NA,1
"2546","rocky hill, connecticut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547","rocky mount, north carolina",1,"3757500",54548,34678,34080,5122,36742,1905,300,118,2926,7445,0.202629143759186,0.635733665762264,0.982755637580022,NA,NA,NA
"2548","rocky mount, virginia",2,"5168496",4745,732,660,456,3381,259,33,19,139,767,0.226855959775214,0.154267650158061,0.901639344262295,NA,NA,NA
"2549","rogers, arkansas",1,"0560410",66344,1116,1112,8469,42016,3155,910,259,2139,12793,0.304479246001523,0.0168214156517545,0.996415770609319,NA,NA,NA
"2550","rogersville, tennessee",2,"4764820",4437,153,150,211,3004,150,25,32,125,418,0.139147802929427,0.0344827586206897,0.980392156862745,NA,NA,NA
"2551","rogue river, oregon",1,"4163450",2410,0,0,101,1636,55,17,0,72,173,0.105745721271394,0,NA,NA,NA,NA
"2552","rohnert park, california",2,"0662546",42902,1089,1053,5886,28808,1902,408,251,4348,8447,0.293217161899472,0.0253834320078318,0.966942148760331,1,NA,1
"2553","rolla, missouri",1,"2962912",20169,800,635,1875,10376,1163,134,544,5100,3716,0.358134155744025,0.0396648321681789,0.79375,NA,NA,NA
"2554","rome, georgia",6,"1366668",36332,9362,8912,3323,24058,1759,735,409,1467,6226,0.258791254468368,0.257679180887372,0.951933347575304,2,NA,2
"2555","rome, new york",1,"3663418",32253,2055,1308,2969,22958,1465,237,188,1034,4859,0.211647356041467,0.0637150032555111,0.636496350364964,1,NA,NA
"2556","romeo, michigan",1,"2669400",3836,267,267,563,2899,271,56,5,23,895,0.30872714729217,0.0696037539103233,1,NA,NA,NA
"2557","romulus, michigan",1,"2669420",23527,9570,9516,1833,15062,655,35,74,1225,2597,0.172420661266764,0.406766693586093,0.99435736677116,NA,NA,NA
"2558","roosevelt, new york",1,"3663506",16899,9842,9800,1304,11204,583,109,49,875,2045,0.182524098536237,0.58240132552222,0.995732574679943,NA,NA,NA
"2559","roseburg, oregon",2,"4163650",23083,168,168,2387,16730,1371,280,188,712,4226,0.252600119545726,0.00727808343802799,1,NA,NA,NA
"2560","roselle, new jersey",1,"3464620",21637,10659,10634,2264,14527,732,101,109,1693,3206,0.22069250361396,0.492628368073208,0.997654564218032,NA,NA,NA
"2561","roseville, california",4,"0662938",135637,2926,2906,26923,92446,7955,2560,1113,7162,38551,0.417011011833935,0.0215722848485295,0.993164730006835,1,NA,1
"2562","roseville, michigan",1,"2669800",47400,9544,9483,3196,33274,1002,55,26,2201,4279,0.128598906052774,0.201350210970464,0.993608549874267,NA,NA,NA
"2563","roseville, minnesota",2,"2755852",36026,3038,2966,7627,25470,3673,897,911,2399,13108,0.514644680015705,0.0843279853439183,0.976300197498354,NA,NA,NA
"2564","roslyn, new york",2,"3663770",2855,37,9,773,2292,504,301,101,100,1679,0.732547993019197,0.0129597197898424,0.243243243243243,NA,NA,NA
"2565","roswell, new mexico",2,"3564930",47941,846,711,3802,30310,1383,285,237,2451,5707,0.188287693830419,0.0176466907240149,0.840425531914894,1,NA,1
"2566","round hill, virginia",1,"5169168",674,8,8,172,499,63,10,0,23,245,0.490981963927856,0.0118694362017804,1,NA,NA,NA
"2567","round rock, texas",5,"4863500",124434,13104,13008,21968,79316,7835,1170,766,6821,31739,0.400158858237934,0.105308838420367,0.992673992673993,1,NA,1
"2568","rowland heights, california",1,"0663218",50347,702,699,10992,36690,2717,551,302,3520,14562,0.396892886345053,0.013943233956343,0.995726495726496,NA,NA,NA
"2569","rowland, north carolina",1,"3758140",1075,743,743,72,797,40,0,7,27,119,0.14930991217064,0.691162790697674,1,NA,NA,NA
"2570","rowlett, texas",2,"4863572",63793,11186,11090,10451,43697,3918,726,439,2574,15534,0.355493512140422,0.175348392456853,0.991417843733238,1,NA,1
"2571","roxboro, north carolina",2,"3758160",8298,3768,3678,535,5543,142,21,13,346,711,0.12826988995129,0.454085321764281,0.976114649681529,NA,NA,NA
"2572","royal oak, michigan",2,"2670040",59195,2204,2095,15666,45181,7570,2211,713,2317,26160,0.579004448772714,0.0372328743981755,0.9505444646098,2,NA,1
"2573","royalton, vermont",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2574","royersford, pennsylvania",1,"4266576",4775,511,490,816,3275,239,10,27,158,1092,0.333435114503817,0.107015706806283,0.958904109589041,NA,NA,NA
"2575","royse, texas",1,"4863668",12982,1359,1359,1430,7886,538,0,0,862,1968,0.249556175500888,0.104683407795409,1,NA,NA,NA
"2576","rugby, north dakota",1,"3868860",2724,25,9,297,2006,108,25,6,25,436,0.217347956131605,0.0091776798825257,0.36,NA,NA,NA
"2577","ruidoso, new mexico",1,"3565210",7791,43,43,1174,5878,256,128,80,249,1638,0.278666212997618,0.00551918880759851,1,1,NA,1
"2578","rushville, indiana",1,"1866438",6050,280,280,386,4183,168,7,0,167,561,0.13411427205355,0.0462809917355372,1,NA,NA,NA
"2579","russellville, arkansas",1,"0561670",29193,1745,1263,2764,16304,1285,206,243,5126,4498,0.275883218842002,0.0597746035008392,0.72378223495702,1,NA,1
"2580","russellville, kentucky",1,"2167512",7039,1345,1317,407,4892,232,46,25,106,710,0.145134914145544,0.191078278164512,0.979182156133829,NA,NA,NA
"2581","russett, maryland",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2582","ruston, louisiana",1,"2266655",21976,10529,9677,2393,9755,1138,153,386,6040,4070,0.417221937467965,0.479113578449217,0.919080634438218,NA,NA,NA
"2583","rutherford, new jersey",1,"3465280",18398,488,415,4180,12918,2108,348,209,1219,6845,0.529880786499458,0.026524622241548,0.850409836065574,NA,NA,NA
"2584","rutland, vermont",3,"5061225",15398,259,189,2258,11580,779,196,53,658,3286,0.283765112262522,0.0168203662813352,0.72972972972973,1,NA,1
"2585","sacramento, california",29,"0664000",500930,66004,64339,71909,339153,26271,9725,4388,35440,112293,0.331098353840302,0.131762920967001,0.974774256105691,6,4,3
"2586","safford, arizona",1,"0462000",9749,335,314,726,5843,214,54,0,493,994,0.170118090022249,0.0343624987178172,0.937313432835821,NA,NA,NA
"2587","sag harbor, new york",1,"3664485",1905,88,88,454,1588,290,94,59,22,897,0.564861460957179,0.0461942257217848,1,NA,NA,NA
"2588","saginaw, michigan",5,"2670520",48650,21263,20897,2263,30973,829,262,34,1903,3388,0.109385593904368,0.437060637204522,0.982787000893571,2,NA,2
"2589","saint albans, vermont",2,"5061675",6804,149,149,1056,4644,375,46,22,206,1499,0.322782084409991,0.0218988830099941,1,NA,NA,NA
"2590","saint anthony, minnesota",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2591","saint augustine, florida",8,"1262500",14515,1708,1618,2475,10154,1238,263,124,2046,4100,0.403781760882411,0.117671374440234,0.947306791569087,NA,NA,NA
"2592","saint charles, missouri",5,"2964082",70171,4706,4140,10853,47626,5469,892,525,7965,17739,0.372464620165456,0.0670647418449217,0.87972800679983,NA,NA,NA
"2593","saint clair shores, michigan",3,"2670760",59528,3118,3015,7695,44992,2926,621,160,2256,11402,0.253422830725462,0.0523787125386373,0.966966003848621,NA,NA,NA
"2594","saint cloud, florida",2,"1262625",51158,4544,4466,4479,33335,1165,283,149,2165,6076,0.182270886455677,0.0888228625043981,0.982834507042254,NA,NA,NA
"2595","saint cloud, minnesota",7,"2756896",68001,9921,9382,8391,40595,2695,622,773,10337,12481,0.307451656607957,0.145894913310098,0.945670799314585,NA,NA,NA
"2596","saint francisville, louisiana",2,"2267215",1964,531,520,241,1407,74,0,3,39,318,0.226012793176972,0.270366598778004,0.979284369114878,NA,NA,NA
"2597","saint george, utah",9,"4965330",84500,746,713,10039,54594,4063,929,980,6323,16011,0.293273986152324,0.0088284023668639,0.955764075067024,NA,NA,NA
"2598","saint helens, oregon",1,"4164600",13559,66,45,1013,9198,318,64,58,348,1453,0.157969123722548,0.00486761560587064,0.681818181818182,NA,NA,NA
"2599","saint john, indiana",3,"1866852",17426,379,379,2705,11893,1296,219,99,897,4319,0.363154796939376,0.0217491105245036,1,NA,NA,NA
"2600","saint johns, florida",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2601","saint johnsbury, vermont",1,"5062125",5865,35,15,697,4326,447,19,16,215,1179,0.27253814147018,0.00596760443307758,0.428571428571429,NA,NA,NA
"2602","saint joseph, michigan",1,"2670960",8316,405,213,1665,6315,1249,152,44,284,3110,0.492478226444972,0.0487012987012987,0.525925925925926,NA,NA,NA
"2603","saint joseph, missouri",1,"2964550",75913,4532,3837,7041,51352,2396,617,455,3661,10509,0.204646362361739,0.0596999196448566,0.846646072374228,NA,NA,NA
"2604","saint louis park, minnesota",1,"2757220",48677,3366,3279,14645,37016,5035,1416,823,1919,21919,0.592149340825589,0.0691497010908643,0.974153297682709,NA,NA,NA
"2605","saint louis, missouri",30,"2965000",308174,143018,139685,43290,219272,23772,7134,5473,15212,79669,0.36333412382794,0.464081979660841,0.976695241158456,NA,NA,NA
"2606","saint martinville, louisiana",2,"2267600",5945,3746,3724,206,4167,75,64,7,81,352,0.0844732421406287,0.630109335576114,0.994127068873465,NA,NA,NA
"2607","saint mary's, pennsylvania",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2608","saint marys, pennsylvania",1,"4267344",12429,23,19,1479,9273,393,74,53,277,1999,0.215572091016931,0.00185051090192292,0.826086956521739,NA,NA,NA
"2609","saint matthews, kentucky",1,"2167944",18161,1408,1351,4253,13992,2086,697,409,577,7445,0.532089765580332,0.0775287704421563,0.959517045454545,NA,NA,NA
"2610","saint paul, michigan",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2611","saint paul, minnesota",17,"2758000",304547,48996,48202,46719,193572,21068,5900,5263,22412,78950,0.407858574587234,0.160881571645756,0.983794595477182,1,1,1
"2612","saint peter, minnesota",1,"2758036",11854,397,325,1308,6939,553,95,199,2474,2155,0.310563481769707,0.0334908047916315,0.818639798488665,NA,NA,NA
"2613","saint peters, missouri",1,"2965126",57273,3110,3110,10218,40685,4758,395,444,2533,15815,0.38871820081111,0.0543013287238315,1,NA,NA,NA
"2614","saint petersburg, florida",28,"1263000",261338,57944,57327,44512,195752,17165,5206,2983,14420,69866,0.356910785074993,0.221720530500731,0.989351787933177,NA,NA,NA
"2615","salem, massachusetts",5,"2559105",43252,2855,2622,7825,30531,4042,634,634,3761,13135,0.430218466476696,0.0660085082770739,0.918388791593695,NA,NA,NA
"2616","salem, oregon",13,"4164900",169259,2303,2066,19462,111151,8571,1988,1523,9251,31544,0.28379411791167,0.0136063665743033,0.897090751194095,1,NA,1
"2617","salem, virginia",3,"5170000",25317,1706,1402,2961,17108,1472,175,167,2737,4775,0.279109188683657,0.067385551210649,0.821805392731536,NA,NA,NA
